ROWID  RA DEC PSFMAG_R PRIORITY_FLAG
901007212102983   94.1367719744  -51.4688249849 17.26 6
901007212104405   94.2050053699  -51.5459681021 16.73 7
901007212105364   94.2509375652  -51.4678809767 16.81 7
901007212307666   95.1105172707  -51.3960132338 17.51 5
901007212309327   95.1817235570  -51.5536554094 17.95 5
901007212309640   95.1963984737  -51.4786325226 17.41 6
901007212402255   95.3070645607  -51.4348372862 17.08 7
901007212405662   95.4924374113  -51.4849682199 17.06 7
901007212506142   95.9016950783  -51.3987080846 17.13 7
901007212605172   96.2161503672  -51.4469717091 17.77 5
901007212606803   96.2843262698  -51.3826769814 17.61 5
901007212700977   96.4344434244  -51.4793272168 17.95 5
901007212702817   96.5119412481  -51.3784029536 17.81 5
901007212704449   96.5905257374  -51.4845207894 17.88 5
901007212704956   96.6185420526  -51.4405823413 17.91 5
901007212802291   96.9127305416  -51.5615388737 17.61 5
901007212804982   97.0565804560  -51.5049496372 17.57 5
901007212900529   97.2219799907  -51.4470486509 16.73 7
901007212900635   97.2285814883  -51.4206191708 17.34 6
901007212901830   97.3108819009  -51.4125658729 16.74 7
901007212902220   97.3367318214  -51.4387135897 16.67 7
901007212903522   97.4261136353  -51.4494506011 17.33 6
901007212904287   97.4767477187  -51.4312483681 16.66 7
901007212904579   97.4951408396  -51.6221493694 16.82 7
901007213000223   97.6135255708  -51.5948788827 17.31 6
901007213000863   97.6491957220  -51.5513112471 17.76 5
901007213001562   97.7005344309  -51.5318445252 17.39 6
901007213002344   97.7529520906  -51.5212156655 16.69 7
901007213003631   97.8384060253  -51.4888044363 17.20 7
901007265900772  309.2219259075  -51.5289566985 17.98 5
901007265905158  309.3734849172  -51.5187457394 17.45 6
901007266003463  309.7272498947  -51.4258187523 17.90 5
901007266004388  309.7591208291  -51.5955337286 17.47 6
901007266101036  310.0330619471  -51.6164472648 16.80 7
901007266109527  310.3372252257  -51.5864306120 17.36 6
901007266201754  310.4678990573  -51.6231294491 17.64 5
901007266301731  310.8644185707  -51.6118644503 17.02 7
901007266304480  310.9742750841  -51.3922782222 16.86 7
901007266308207  311.1130843036  -51.5449995428 17.31 6
901007266501817  311.6640821413  -51.5611488918 17.11 7
901007266604264  312.1854466977  -51.5160949625 17.03 7
901007266604564  312.2002906097  -51.6161544801 17.24 7
901007266606917  312.3030220521  -51.4240525626 16.88 7
901007266608020  312.3519091145  -51.5249671932 17.92 5
901007266706861  312.6946654806  -51.3888501261 17.13 7
901007266707589  312.7235653529  -51.6236788727 16.84 7
901007266802344  312.8918418695  -51.4247388339 17.31 6
901007266805858  313.0390829306  -51.5637682408 17.47 6
901007266806484  313.0664804300  -51.5005701053 17.38 6
901007266808972  313.1642129162  -51.3951074157 16.86 7
901007266900889  313.2316184525  -51.5223629108 16.89 7
901007266907852  313.5332871810  -51.3806404118 16.95 7
901007267002891  313.7190567446  -51.5355512955 16.92 7
901007267004427  313.7935593820  -51.4209925570 17.50 6
901007267006067  313.8708429148  -51.5852743347 16.74 7
901007267101634  314.0804346404  -51.5095948430 17.14 7
901007267202093  314.5018694164  -51.6134481550 17.23 7
901007267306011  315.0829012709  -51.4364742882 17.34 6
901007267401562  315.2670135229  -51.3961234069 17.37 6
901007267403614  315.3543300933  -51.5909651066 17.16 7
901007267503819  315.7789022793  -51.5847317898 17.09 7
901007267505074  315.8365359148  -51.6095506963 17.66 5
901007267602843  316.1279437587  -51.6221672852 17.16 7
901007292703584   56.3260505927  -51.3412513585 16.90 7
901007301810317   92.7399844709  -51.3667052208 16.90 7
901007302007147   93.4272488551  -51.2912572124 17.96 5
901007302105652   93.7939615849  -51.1984258770 17.17 7
901007302107687   93.8770254051  -51.1540007519 16.63 7
901007302108253   93.8981659642  -51.1562493577 17.32 6
901007302200554   94.0042948699  -51.2465012386 17.96 5
901007302200906   94.0202496664  -51.2153758978 16.82 7
901007302304913   94.5955629352  -51.2096252485 17.34 6
901007302308458   94.7401658736  -51.1308575387 17.46 6
901007302500433   95.1928507807  -51.3741188766 17.26 6
901007302604577   95.8120484093  -51.3476837521 17.83 5
901007302605236   95.8480988293  -51.2087990558 17.35 6
901007302705504   96.2240934189  -51.2470574621 17.34 6
901007302707342   96.3155231965  -51.1680362065 17.27 6
901007302802310   96.4954484076  -51.1748290404 17.32 6
901007302806230   96.7238933115  -51.2374333036 16.68 7
901007302904072   97.0120529668  -51.1765346322 17.15 7
901007302906359   97.1375979314  -51.3234822025 16.81 7
901007303002420   97.2961450207  -51.3464224206 17.73 5
901007303006960   97.5628479225  -51.3589943479 17.56 5
901007356301086  309.4614158439  -51.3744788349 17.11 7
901007356307510  309.7043126866  -51.1344240000 17.06 7
901007356405367  310.0228515223  -51.1619233734 17.53 5
901007356409296  310.1790716529  -51.3089272987 17.14 7
901007356410264  310.2143584049  -51.1270946912 17.58 5
901007356503266  310.3455679415  -51.2678875587 18.00 5
901007356507039  310.4955037697  -51.2872790260 17.80 5
901007356804176  311.5804641367  -51.3343338849 16.85 7
901007356805361  311.6278829528  -51.2512831520 17.59 5
901007356900610  311.8359969887  -51.1588519355 17.77 5
901007357106601  312.8807316793  -51.2690923912 17.07 7
901007357109608  313.0004474595  -51.3690088802 17.90 5
901007357202444  313.1110689343  -51.2258874153 17.12 7
901007357203245  313.1455277060  -51.1432678643 17.54 5
901007357206207  313.2745012413  -51.3345661283 17.41 6
901007357301192  313.4562398262  -51.2379563857 17.09 7
901007357305062  313.6407330424  -51.1799199277 17.03 7
901007357308305  313.7858188715  -51.3428550401 17.88 5
901007357402745  313.9258091494  -51.2432920123 16.80 7
901007357403238  313.9474827838  -51.2817087399 17.44 6
901007357405020  314.0297424670  -51.1401896018 17.57 5
901007357408134  314.1827079858  -51.1946647461 16.92 7
901007357506654  314.5063134185  -51.1351842288 17.88 5
901007357601729  314.6803153248  -51.1531631766 17.12 7
901007357605453  314.8484243899  -51.1782406029 17.46 6
901007357800694  315.4267954850  -51.3255599219 17.22 7
901007357805097  315.6526451716  -51.2164319928 17.36 6
901007357900198  315.8040030735  -51.3096131685 17.04 7
901007357900516  315.8188223678  -51.2279461213 17.76 5
901007357903047  315.9398951687  -51.3275927000 17.17 7
901007392508785   93.2707554343  -50.9139951428 17.15 7
901007392601002   93.3958671862  -50.8858326748 17.52 5
901007392606085   93.5784475016  -50.8946828921 17.05 7
901007392704154   93.9332081770  -50.8979841509 17.02 7
901007392708066   94.1019075885  -51.0671357411 16.66 7
901007392708170   94.1061875331  -51.0361930380 17.32 6
901007392805899   94.3933351004  -50.9444692157 17.95 5
901007392900646   94.5694186005  -51.1164623693 17.63 5
901007392906365   94.7820225533  -50.8766756982 16.88 7
901007393000127   94.9456214662  -50.9384703558 17.68 5
901007393005318   95.1583870332  -51.0815435702 17.41 6
901007393100087   95.3411226870  -51.0549899485 16.84 7
901007393203260   95.8910551329  -51.0106237482 17.20 7
901007393207839   96.1185803405  -50.9138596098 17.09 7
901007393303267   96.2834170590  -51.0888457190 17.07 7
901007393303495   96.2942792641  -50.9247789177 17.88 5
901007393402724   96.6678496201  -51.0998219066 16.74 7
901007393403629   96.7174722693  -51.0661407427 16.70 7
901007393404519   96.7673707667  -50.9974564976 16.79 7
901007393501139   96.9798965900  -50.9645541047 17.73 5
901007393600937   97.3656132308  -50.8814873477 17.04 7
901007393601957   97.4193527193  -51.0076782439 16.70 7
901007447306054  309.9926115545  -51.0718815955 16.97 7
901007447407117  310.4183529632  -50.9228915291 16.98 7
901007447507153  310.8202903019  -50.9267315052 17.32 6
901007447510433  310.9414339904  -50.9836674478 17.33 6
901007447606542  311.2013951201  -51.1083951564 17.33 6
901007447608268  311.2786482739  -50.9291412119 16.99 7
901007447707285  311.6227890555  -50.9601849557 16.72 7
901007448000722  312.5562396573  -50.9238882236 17.26 6
901007448001790  312.5976751236  -51.0350633038 17.30 6
901007448102318  313.0212417527  -51.0123626124 17.31 6
901007448105081  313.1444925599  -50.9502845162 17.65 5
901007448107444  313.2488980527  -50.8946722904 17.22 7
901007448108811  313.3125084421  -51.0043984564 16.99 7
901007448203599  313.4852590314  -50.8897132692 17.90 5
901007448206356  313.6104595914  -51.1111669276 17.90 5
901007448600781  314.9360717439  -50.9130586784 16.78 7
901007483807696   94.0098086981  -50.6808957543 16.61 7
901007483901368   94.1804617367  -50.6394698085 16.76 7
901007483903887   94.2734932026  -50.8416581858 16.74 7
901007483906257   94.3608922237  -50.6607116878 17.39 6
901007483909104   94.4700344080  -50.7485222834 17.71 5
901007484002010   94.6024407278  -50.7408251317 16.76 7
901007484004179   94.6849365253  -50.7045835250 17.55 5
901007484103353   95.0657682966  -50.8578904617 17.59 5
901007484207138   95.6270616158  -50.8297818840 17.28 6
901007484300826   95.7508905391  -50.6552418287 17.73 5
901007484307197   96.0679422553  -50.6467405283 17.87 5
901007484403751   96.2744059858  -50.6276426032 17.30 6
901007484403905   96.2809450782  -50.8694419463 16.64 7
901007484407589   96.4605632490  -50.8037126139 17.80 5
901007484600812   96.9280750107  -50.6473694505 17.06 7
901007484601956   96.9803265191  -50.6823209967 16.63 7
901007484604152   97.0913436472  -50.7216884711 17.90 5
901007484606874   97.2271433785  -50.8086939167 17.18 7
901007484606910   97.2291944702  -50.8253988496 17.02 7
901007484701976   97.3818792138  -50.7977411954 17.41 6
901007484705293   97.5587502527  -50.6562917859 16.68 7
901007538702997  310.0863399450  -50.8524981128 17.19 7
901007538706710  310.2307239738  -50.7505464276 17.25 6
901007538707318  310.2524037022  -50.7934305335 17.90 5
901007538707794  310.2681782876  -50.7596321983 17.30 6
901007538908250  311.0793211532  -50.8010931201 16.85 7
901007539004071  311.3298449472  -50.7982503412 17.57 5
901007539005443  311.3815983344  -50.8594331359 16.83 7
901007539006225  311.4150822257  -50.7303658927 17.88 5
901007539108203  311.8947425578  -50.6756740433 17.33 6
901007539203836  312.0964863136  -50.6685071509 17.84 5
901007539205707  312.1676338854  -50.8392039053 17.78 5
901007539306766  312.6040941840  -50.7085400508 17.61 5
901007539307743  312.6429936728  -50.8418380327 17.23 7
901007539404398  312.9185802359  -50.6637996560 16.97 7
901007539501408  313.1873219876  -50.7889709146 16.84 7
901007539607540  313.8755373434  -50.7403747473 17.46 6
901007539608232  313.9073906250  -50.7141215504 17.76 5
901007539701183  313.9663647203  -50.7666933101 17.21 7
901007539708234  314.2744498233  -50.7341479527 17.25 7
901007539708835  314.2995165338  -50.7373019972 17.04 7
901007539801791  314.3898784949  -50.7240075674 17.32 6
901007539905774  314.9444198395  -50.7246955663 17.96 5
901007539907835  315.0425696599  -50.6587927994 17.14 7
901007540000303  315.1112714619  -50.6775438402 17.99 5
901007540009129  315.4869849171  -50.7940382455 17.84 5
901007540105059  315.7074597715  -50.8583704687 17.04 7
901007575502492   94.3956947120  -50.5887426560 16.76 7
901007575602756   94.7891650205  -50.6217676167 16.96 7
901007575604082   94.8371117624  -50.4567175991 16.63 7
901007575701310   95.1340796423  -50.4915802203 17.15 7
901007575704063   95.2445387297  -50.3902877860 16.64 7
901007575805463   95.7108120645  -50.4274929859 17.23 7
901007575806435   95.7525133939  -50.5518112025 17.13 7
901007575901618   95.9474174702  -50.5232411477 16.99 7
901007575903486   96.0318115311  -50.5708082840 16.79 7
901007575903649   96.0386882598  -50.4199031168 16.60 7
901007575904940   96.0958205964  -50.4516212090 17.31 6
901007576005983   96.5464335925  -50.5806212871 17.27 6
901007630807423  310.9505777969  -50.4862653949 17.28 6
901007630807965  310.9708438636  -50.4561592589 17.57 5
901007631002193  311.5538615042  -50.4537056781 17.05 7
901007631601777  313.9019953437  -50.4154617906 17.40 6
901007631602771  313.9461701151  -50.5552616985 17.41 6
901007631608069  314.1839839495  -50.5465478856 17.42 6
901007631703447  314.3750066402  -50.5740918538 16.66 7
901007631705612  314.4710173017  -50.4357856932 17.64 5
901007631807849  314.9268906787  -50.4787866642 17.12 7
901007668109269   96.6204794277  -50.3233771040 17.92 5
901007668201151   96.6748249276  -50.3701718768 17.72 5
901007668207282   96.9724907122  -50.2609367900 17.25 7
901007668301027   97.0699895391  -50.2873946656 17.91 5
901007668306007   97.3354094262  -50.3650195291 17.74 5
901007723401935  311.7552344352  -50.3736511245 17.48 6
901007723404453  311.8442225809  -50.3656563827 17.55 5
901007723504813  312.2564639052  -50.2446778246 16.73 7
901007723505761  312.2944323141  -50.1598139613 16.85 7
901007723604809  312.6583904891  -50.2545258959 17.71 5
901007723609184  312.8484675415  -50.3593667757 17.26 6
901007723701701  312.9314012285  -50.2772033866 17.90 5
901007723704186  313.0389126045  -50.2573367857 16.90 7
901007723707678  313.1787405571  -50.3579139269 17.51 5
901007723708491  313.2124008259  -50.2405455458 16.96 7
901007723803411  313.3782665706  -50.3632080211 16.78 7
901007723803549  313.3838147294  -50.3394929101 17.71 5
901007723803568  313.3847440020  -50.2639448575 16.94 7
901007723905325  313.8837299853  -50.3593625605 17.84 5
901007723905695  313.9028611547  -50.2960900601 17.39 6
901007723907820  314.0139460515  -50.2533416022 17.71 5
901007724002915  314.1614876399  -50.2286116954 17.24 7
901007724004498  314.2351076889  -50.2260797837 17.98 5
901010750600986   89.3539944557  -42.3802690372 16.69 7
901010750608584   89.6181120572  -42.3899343897 17.43 6
901010750707819   89.9340621427  -42.4048206329 16.86 7
901010750708339   89.9540023681  -42.4557293373 16.65 7
901010750804687   90.1730297488  -42.3891921295 17.17 7
901010750807769   90.2775488500  -42.4903898110 17.45 6
901010751007778   90.9257178763  -42.4089785825 16.87 7
901010857001176   88.8668158871  -42.3162078294 16.97 7
901010857003950   88.9784500198  -42.3659908748 17.12 7
901010857005403   89.0321479872  -42.3334509957 17.70 5
901010857107533   89.4095881356  -42.1431846753 17.28 6
901010857109177   89.4651137908  -42.1894247838 17.71 5
901010857109201   89.4658262563  -42.1399357377 17.46 6
901010857204323   89.6443054183  -42.2700755778 17.00 7
901010857208416   89.7919990188  -42.1547655738 16.80 7
901010857209267   89.8213949498  -42.1934213074 17.14 7
901010857304066   89.9759600526  -42.2907135179 17.01 7
901010857408844   90.4611786378  -42.3013317972 17.36 6
901010857600910   90.8684323677  -42.1841939080 16.82 7
901010857609143   91.1449433745  -42.1876556441 16.69 7
901010857701167   91.2120455492  -42.1958698626 17.17 7
901010857800732   91.5363363229  -42.3339361663 16.61 7
901010857805084   91.6873326011  -42.1275700196 16.91 7
901010857900301   91.8571308066  -42.1681593087 17.01 7
901010963903297   88.2707554231  -42.0309067662 16.93 7
901010963905989   88.3659304221  -41.9413171856 17.84 5
901010963908295   88.4510629445  -42.0274074494 17.47 6
901010964000662   88.5156471990  -41.9715004217 17.50 5
901010964001307   88.5413666742  -41.9012864062 17.65 5
901010964002798   88.6030624000  -42.1058937403 17.94 5
901010964003177   88.6196419222  -41.9515400763 16.86 7
901010964007416   88.7800781123  -41.9722274587 16.72 7
901010964102392   88.9123381458  -42.0605529333 17.57 5
901010964103884   88.9665314415  -42.0110851807 17.46 6
901010964301772   89.5562757437  -41.8955866973 16.80 7
901010964303913   89.6355796081  -42.0793054205 16.96 7
901010964304998   89.6719726430  -41.9507774999 17.98 5
901010964307305   89.7552917938  -41.9168535807 17.97 5
901010964308663   89.8021935212  -42.1096089891 17.38 6
901010964605244   90.6836259648  -42.0103360465 16.67 7
901010964605785   90.7019844868  -41.9655800434 17.04 7
901010964609585   90.8295070356  -41.9379622886 17.03 7
901010964701773   90.8930221149  -41.9697384974 16.87 7
901010964702103   90.9034469207  -41.9592385536 16.76 7
