ROWID  RA DEC PSFMAG_R
901007212202950   94.5491100274  -51.6044105774 13.96
901007212205703   94.6846292803  -51.5069842916 14.16
901007212206641   94.7330071462  -51.5139722512 13.77
901007212206659   94.7340439275  -51.4323321798 13.95
901007212305537   95.0213172626  -51.4690009224 13.65
901007212306002   95.0422683010  -51.5988047958 14.24
901007212400307   95.2132845456  -51.4625670564 13.81
901007212400959   95.2431348961  -51.5472576600 13.68
901007212402249   95.3067526706  -51.4041821522 13.73
901007212402681   95.3290283385  -51.4910695484 14.05
901007212402980   95.3451434136  -51.4899364238 14.25
901007212403049   95.3488852324  -51.5152719592 14.40
901007212403516   95.3759673699  -51.5157325448 13.57
901007212403647   95.3840981028  -51.5769272666 14.01
901007212403848   95.3962808158  -51.4491413002 13.85
901007212403921   95.4008239298  -51.5782294702 13.52
901007212404315   95.4224142700  -51.5235781196 13.72
901007212404347   95.4244145029  -51.5815034459 14.34
901007212405552   95.4860087621  -51.4509842017 14.00
901007212406785   95.5566576073  -51.5461395597 13.83
901007212500307   95.6116716741  -51.4905537142 14.28
901007212500832   95.6386210221  -51.4649406727 13.53
901007212501090   95.6516766696  -51.4943769114 13.65
901007212501594   95.6818616846  -51.4911163664 13.81
901007212504012   95.8025168118  -51.5312367896 13.62
901007212601091   96.0325273570  -51.5836121429 14.18
901007212601329   96.0447169407  -51.4513329174 14.16
901007212601739   96.0624278919  -51.6166243089 14.29
901007212601812   96.0653156583  -51.5390350366 13.61
901007212601861   96.0674777834  -51.5598026687 14.24
901007212604850   96.2033904933  -51.4608557070 13.65
901007212604965   96.2076837326  -51.3906552803 13.66
901007212605140   96.2149292003  -51.5085269403 13.89
901007212607995   96.3373141726  -51.4375896922 14.22
901007212608596   96.3631288301  -51.5706326197 13.59
901007212702318   96.4920766797  -51.4512657979 13.55
901007212703954   96.5632158659  -51.6043988501 13.72
901007212704523   96.5940312821  -51.3920059856 13.98
901007212705275   96.6359073343  -51.5569472158 13.46
901007212705941   96.6728860291  -51.4347439157 13.91
901007212800811   96.8307606316  -51.4001653206 13.81
901007212806208   97.1272665813  -51.5442933725 13.51
901007212806414   97.1400388586  -51.4165254050 13.67
901007212901281   97.2697503595  -51.5842937178 14.77
901007212901924   97.3171535475  -51.4218893816 14.22
901007212902965   97.3915601463  -51.4772943610 14.27
901007212903247   97.4090780695  -51.5336604652 14.10
901007213000312   97.6194660395  -51.4690140054 14.34
901007213002704   97.7736041342  -51.5732391448 14.29
901007213004655   97.9379488409  -51.4477180990 14.23
901007265810812  309.1970485330  -51.5829294884 13.88
901007265905117  309.3720878897  -51.4697747559 14.16
901007265906656  309.4232622031  -51.4046486758 14.21
901007265907106  309.4376749206  -51.3782365805 14.20
901007266000910  309.6328378309  -51.4075781096 14.18
901007266002873  309.7066086007  -51.5699344470 14.36
901007266004476  309.7628156441  -51.4229803767 14.01
901007266005781  309.8069144874  -51.5293285400 13.92
901007266100822  310.0250177158  -51.4609813489 13.87
901007266102064  310.0701500002  -51.3889882394 14.23
901007266103610  310.1262555905  -51.4253739868 14.01
901007266108883  310.3155927785  -51.5513300327 13.90
901007266109370  310.3318230600  -51.5569448601 13.70
901007266109440  310.3343488031  -51.3799625851 14.45
901007266201561  310.4613284182  -51.4392508096 14.42
901007266202031  310.4790414304  -51.5040988141 13.52
901007266205538  310.6220294216  -51.5635982467 14.22
901007266207322  310.7067786847  -51.3848310578 14.07
901007266304712  310.9831734563  -51.4177021522 14.29
901007266306350  311.0426160834  -51.4887217161 13.90
901007266306912  311.0649947473  -51.3777150063 13.65
901007266307789  311.0976144208  -51.5857353211 13.84
901007266403284  311.3175420540  -51.5190478393 14.20
901007266404148  311.3504257520  -51.3851002091 14.32
901007266404543  311.3645160327  -51.5482265124 14.11
901007266404799  311.3743379854  -51.4898875960 14.10
901007266406665  311.4435768804  -51.5699034610 14.07
901007266507526  311.8832913863  -51.3880628662 13.84
901007266509253  311.9592328214  -51.4713489080 14.55
901007266600271  312.0079569411  -51.4380720973 13.60
901007266607051  312.3092122119  -51.4351591111 14.29
901007266607075  312.3106159273  -51.5689023524 13.96
901007266607775  312.3417681527  -51.5423818913 13.63
901007266703579  312.5538942737  -51.4702872717 14.26
901007266704785  312.6031384191  -51.5881484190 14.20
901007266704857  312.6063585756  -51.4724546161 13.96
901007266708775  312.7750101099  -51.3993442350 14.11
901007266804957  313.0001835237  -51.5570280357 13.68
901007266806269  313.0576353066  -51.4563933929 13.45
901007266806535  313.0687787607  -51.5226848549 13.68
901007266900169  313.2041296759  -51.4593543971 14.40
901007266903170  313.3266940016  -51.5999930568 14.21
901007267000887  313.6339004432  -51.6061575814 14.06
901007267001532  313.6616416067  -51.4250639889 14.11
901007267101480  314.0712945089  -51.3984860900 14.18
901007267104874  314.2479322146  -51.5346936345 13.63
901007267105666  314.2900779159  -51.3900961806 13.67
901007267106692  314.3408603636  -51.5039159238 13.82
901007267205266  314.6567640020  -51.3765302683 14.13
901007267205365  314.6615995267  -51.4845896748 14.34
901007267302845  314.9317806027  -51.4008768280 14.31
901007267303655  314.9685245464  -51.5435380731 13.55
901007267305143  315.0432511236  -51.6067345177 13.45
901007267307576  315.1503219316  -51.4060528734 14.36
901007267308008  315.1659960440  -51.4591720492 13.73
901007267403058  315.3304486586  -51.4797007516 14.41
901007267405311  315.4228088230  -51.6192920677 14.37
901007267502297  315.7088735785  -51.4534523883 13.70
901007267504139  315.7947187961  -51.5831536074 14.37
901007267601401  316.0621243139  -51.5415884313 13.67
901007267601621  316.0719633619  -51.5685799989 13.70
901007267602057  316.0923225845  -51.4584240743 14.19
901007267607022  316.3061821689  -51.4324830942 14.21
901007267701438  316.4586260300  -51.4407203432 14.11
901007267705209  316.6144373979  -51.4133768111 14.24
901007292407340   55.2512792398  -51.3500187648 14.19
901007292700728   56.1864330929  -51.3703611189 14.12
901007301811361   92.7756171254  -51.3195072021 14.04
901007301900596   92.8073463617  -51.2128291147 14.21
901007301903618   92.9033952749  -51.2731386496 13.49
901007301907175   93.0145543112  -51.3408576991 13.89
901007301907957   93.0396060621  -51.2674693295 13.65
901007301911011   93.1446902147  -51.3182798534 13.91
901007302001191   93.2270719338  -51.3325811244 13.52
901007302001725   93.2440458997  -51.2235821865 13.76
901007302004904   93.3521154896  -51.3196580590 14.38
901007302005862   93.3859397898  -51.3164513897 14.35
901007302006083   93.3937355356  -51.1995077982 13.64
901007302008347   93.4680600885  -51.3448130904 14.31
901007302010429   93.5473256885  -51.2476361035 14.00
901007302101720   93.6432109231  -51.2623197350 14.27
901007302103745   93.7209308011  -51.1341537654 13.97
901007302104069   93.7352412466  -51.2767680174 13.87
901007302104223   93.7410778784  -51.1645762935 14.12
901007302104372   93.7472020260  -51.1556293330 14.04
901007302107790   93.8809261320  -51.1484270419 13.96
901007302108267   93.8987117199  -51.1641997361 13.61
901007302109796   93.9612196991  -51.3293617403 13.82
901007302200422   93.9978117457  -51.1493750274 14.06
901007302200698   94.0104338455  -51.1419082847 14.30
901007302200959   94.0232723518  -51.3473909909 14.15
901007302202243   94.0775700751  -51.2817648998 13.77
901007302207548   94.2965220034  -51.3241667914 14.32
901007302208445   94.3374164080  -51.2627616803 13.54
901007302301471   94.4446969980  -51.2441930437 13.45
901007302302780   94.5053583417  -51.3545124866 13.86
901007302302871   94.5091267874  -51.2174496727 14.14
901007302304634   94.5831522552  -51.1325193598 13.44
901007302304919   94.5956843469  -51.1488315637 14.15
901007302305158   94.6049842366  -51.2001662272 14.22
901007302307192   94.6882029457  -51.2324722534 14.24
901007302400735   94.8012779468  -51.2091645524 13.89
901007302501735   95.2496113657  -51.3279059798 14.35
901007302501753   95.2506626645  -51.2518292833 13.57
901007302502541   95.2876783839  -51.1498027253 14.35
901007302505426   95.4268925040  -51.2648651457 13.72
901007302600570   95.5973478058  -51.2497465909 13.40
901007302601265   95.6353368937  -51.2607923740 13.94
901007302601395   95.6434314497  -51.2825229211 13.87
901007302601602   95.6531764535  -51.2569388239 13.60
901007302605801   95.8774587212  -51.2573665350 14.37
901007302700255   95.9815325392  -51.1780303216 14.26
901007302701300   96.0401742988  -51.2769694228 13.52
901007302706666   96.2793359741  -51.3616953025 14.12
901007302706718   96.2814590925  -51.1828064925 13.74
901007302706786   96.2853665540  -51.2114846493 14.14
901007302800455   96.3935413175  -51.3302024129 14.34
901007302802216   96.4898735877  -51.1980439431 13.74
901007302803125   96.5419451960  -51.1974524424 13.76
901007302803614   96.5688772676  -51.3406088779 14.02
901007302900385   96.7933003292  -51.2423363171 13.78
901007302900548   96.8027063205  -51.2954507905 14.36
901007302900777   96.8164638468  -51.1398915582 14.22
901007302901886   96.8803050583  -51.2848091553 13.90
901007302902415   96.9095184885  -51.1918183269 13.60
901007302904722   97.0492163597  -51.2879411458 13.97
901007302906029   97.1168566127  -51.2093435615 14.23
901007302906792   97.1629260423  -51.2964469728 13.66
901007303003678   97.3560231397  -51.1706916769 13.75
901007303004390   97.3952721205  -51.2872996485 14.38
901007303005869   97.4893070045  -51.1826099653 13.56
901007303006805   97.5530895373  -51.2212464416 13.79
901007303101491   97.6684855090  -51.3647305223 14.11
901007303102551   97.7625903067  -51.2859019330 13.95
901007303102575   97.7645629658  -51.3718126983 13.80
901007303102708   97.7774281138  -51.2667272039 13.76
901007356401262  309.8642179804  -51.3632754225 14.34
901007356502033  310.2985898861  -51.1432132490 14.15
901007356502932  310.3328345834  -51.2508888418 14.09
901007356504561  310.3954178558  -51.3651664034 13.93
901007356600100  310.6195177835  -51.1388953180 14.19
901007356603639  310.7617734878  -51.1502202160 14.23
901007356609122  310.9736204964  -51.2580515493 14.42
901007356702368  311.1027932844  -51.2096693431 14.15
901007356702442  311.1055297980  -51.1387368076 14.34
901007356708997  311.3607798020  -51.1272876588 14.15
901007356800395  311.4321458264  -51.1486384978 13.83
901007356800499  311.4363740502  -51.3165238402 14.41
901007356804611  311.5985027317  -51.3650893907 14.10
901007356806972  311.6948143947  -51.2962495040 13.53
901007356909458  312.1931971135  -51.1722413312 13.62
901007357002777  312.3257184054  -51.2198727832 14.19
901007357005309  312.4373250747  -51.2270186290 14.04
901007357007202  312.5220426917  -51.3008597921 14.40
901007357102988  312.7341527112  -51.2950457273 13.91
901007357104799  312.8103177767  -51.2945704158 13.78
901007357105441  312.8352471521  -51.3377579593 14.25
901007357107751  312.9277962978  -51.1502763957 13.83
901007357109019  312.9745476893  -51.1582272180 14.13
901007357205551  313.2464235670  -51.1314305420 13.45
901007357207456  313.3288309661  -51.1518227322 13.99
901007357208870  313.3901083361  -51.1334962880 14.17
901007357301140  313.4542414625  -51.3288152822 13.74
901007357301837  313.4844966051  -51.3067884216 13.72
901007357304038  313.5905212805  -51.2992990640 14.21
901007357306007  313.6871460855  -51.3404445068 14.08
901007357307626  313.7590821616  -51.2602522980 14.36
901007357402231  313.9030948785  -51.3714546950 13.65
901007357404627  314.0131380907  -51.3361451549 14.20
901007357406099  314.0821191450  -51.1651826978 14.23
901007357407297  314.1405100460  -51.3234568650 13.94
901007357500660  314.2320620146  -51.2421399791 14.29
901007357502633  314.3270795928  -51.1549688756 13.59
901007357503936  314.3845019874  -51.1673753704 13.75
901007357505817  314.4675522391  -51.1701928516 14.29
901007357506783  314.5125951309  -51.1657768036 13.35
901007357508549  314.5904547993  -51.2409307088 14.19
901007357600233  314.6076160415  -51.1733512643 14.18
901007357601023  314.6465310804  -51.2537388064 14.25
901007357700422  315.0177580305  -51.3563072389 13.61
901007357704607  315.2030003251  -51.2213315769 13.53
901007357708650  315.3960960499  -51.1934622633 13.83
901007357801722  315.4758851861  -51.2971719544 14.34
901007357806181  315.7085733254  -51.1408557102 14.13
901007357807594  315.7835915223  -51.1447589023 14.41
901007357906555  316.1054239861  -51.1706196632 13.69
901007357907163  316.1347994553  -51.1786185730 14.36
901007357907937  316.1723359475  -51.2917574678 14.37
901007392411030   92.9200027980  -51.0727345143 14.36
901007392507513   93.2265645290  -51.0713698967 14.21
901007392507871   93.2391560680  -51.0737059722 13.97
901007392508027   93.2445896387  -50.9146375706 13.49
901007392509841   93.3069712147  -51.0098881097 13.65
901007392510250   93.3219490145  -50.9669195969 13.59
901007392604699   93.5263152203  -50.9679447931 14.00
901007392605362   93.5492422969  -51.1227552712 13.44
901007392609932   93.7234715912  -50.9810187692 13.67
901007392700498   93.7759218892  -51.0164881622 13.45
901007392700962   93.7954624807  -51.0979740024 13.94
901007392702895   93.8754626217  -51.0358134399 14.35
901007392703123   93.8849010151  -51.0565293093 14.40
901007392705783   94.0087760150  -51.0171621779 14.28
901007392705943   94.0154640823  -50.9035193722 13.74
901007392708976   94.1396404658  -50.9581753824 14.23
901007392803288   94.2816537545  -50.8941853648 13.49
901007392807064   94.4428891168  -51.0728779524 14.10
901007392809729   94.5469887987  -50.9422783767 14.06
901007392901720   94.6071836854  -51.0072347877 14.31
901007392902757   94.6456806950  -50.9215301823 13.94
901007392904689   94.7200532834  -51.0363939270 14.30
901007392905872   94.7638011772  -50.9451727119 14.27
901007392906896   94.8037280653  -51.1062837112 14.34
901007392907493   94.8281215032  -50.8930986964 14.09
901007392907539   94.8295195624  -50.9951251447 13.96
901007393000476   94.9602119990  -51.0574067523 14.17
901007393002429   95.0350617855  -51.1056336792 13.75
901007393002712   95.0463763646  -50.9959304931 13.51
901007393002976   95.0575038779  -51.0660109075 13.64
901007393003222   95.0674274307  -51.0471578315 13.93
901007393003475   95.0775202424  -51.1229037892 14.04
901007393005346   95.1591487079  -50.9491774478 14.32
901007393005988   95.1854348267  -50.9793375342 14.08
901007393008039   95.2759751231  -51.0854920851 13.53
901007393100684   95.3697249465  -50.9459822880 13.53
901007393101213   95.3949651932  -51.1183435842 14.15
